DrugName,binding_energy,TPSA,molecular_weight,XLogPs-AA,HBD,HBA,n_ROTB,n_benzene_ring,n_single_bond,n_double_bond,n_h,n_c,n_n,n_o,n_f
c1ccc2c(c1)cccc2CN3CCN(CC3)C(=O)CCl,9.045590877136537,23.55,302.80499999999995,2.7228000000000003,0,2,3,2,11,1,19,17,2,1,0
c1ccc2c(c1)cccc2Cc3ccc(cc3)S(=O)(=O)N4CCN(CC4)C(=O)CCl,7.818210231155266,57.690000000000005,442.9680000000003,3.5023000000000026,0,3,5,3,13,3,23,23,2,3,0
c1ccc2c(c1)cncc2C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,8.257066277461032,53.510000000000005,365.81999999999994,3.377200000000002,0,3,2,3,10,2,16,20,3,2,0
c1ccc2c(c1)cncc2C(=O)N3CCN(CC3)c4cccc(c4)Cl,9.079235265781223,36.440000000000005,351.837,3.8506000000000027,0,3,2,3,10,1,18,20,3,1,0
c1ccc2c(c1)cncc2CC(=O)N(CCC3CCCCC3)Cc4cccs4,8.519776078062565,33.2,392.5680000000001,5.838000000000005,0,3,7,3,14,1,28,24,2,1,0
c1ccc2c(c1)cncc2CC(=O)N(CCC3CCCCC3)c4cccc(c4)Cl,8.990937043653394,33.2,406.9570000000001,6.434300000000006,0,2,6,3,14,1,27,25,2,1,0
c1ccc2c(c1)cncc2CC(=O)N3CCOc4c3cc(cc4)Cl,8.437021604364402,42.43000000000001,338.794,3.8563000000000027,0,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2CC(=O)Nc3cc(cc(c3)Cl)OC4CCC(=O)N4,7.712996700375761,80.32,395.84600000000006,3.6843000000000012,2,4,5,3,12,2,18,21,3,3,0
c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)C#N,7.834426567369379,65.78,287.322,3.287680000000001,1,3,3,3,5,1,13,18,3,1,0
c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)Cl,8.142611368808867,41.99,296.75699999999995,4.069400000000002,1,2,3,3,5,1,13,17,2,1,0
c1ccc2c(c1)cncc2N3C(=O)C4(CCOc5c4cc(cc5)Cl)NC3=O,9.438334002964863,71.53,379.80299999999994,3.6224000000000016,1,4,1,3,12,2,14,20,3,3,0
c1ccc2c(c1)cncc2N3C(=O)[C@]4(CCOc5c4cc(cc5)Cl)NC3=O,9.187957673850535,71.53,379.80299999999994,3.6224000000000016,1,4,1,3,12,2,14,20,3,3,0
c1ccc2c(c1)cncc2N3CCC(C3=O)c4cccc(c4)Cl,9.062628459290448,33.2,322.79499999999996,4.408700000000002,0,2,2,3,8,1,15,19,2,1,0
c1ccc2c(c1)cncc2N3CCCC(C3=O)c4ccc(cc4)Cl,7.781555998606519,33.2,336.822,4.798800000000003,0,2,2,3,9,1,17,20,2,1,0
c1ccc2c(c1)cncc2N3CCCC(C3=O)c4cccc(c4)Cl,9.13570582671148,33.2,336.822,4.798800000000003,0,2,2,3,9,1,17,20,2,1,0
c1ccc2c(c1)cncc2NC(=O)C(C#N)c3ccc(c(c3)Cl)Cl,9.28724537474742,65.78,356.212,4.787480000000001,1,3,3,3,7,1,11,18,3,1,0
c1ccc2c(c1)cncc2NC(=O)C(c3cccc(c3)Cl)NC(=O)Cn4cc(c(=O)[nH]c4=O)C#N,7.608699037299989,149.73999999999998,488.89100000000025,2.106079999999999,3,7,6,4,10,4,17,24,6,4,0
c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CCC5CC5,7.0272263869454505,51.22,406.9130000000001,5.737400000000004,1,3,5,3,15,1,23,24,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CO,8.93002792059296,71.45,368.82,3.5395000000000016,2,4,3,3,11,1,17,20,2,3,0
c1ccc2c(c1)cncc2NC(=O)C3=CCCc4c3cc(cc4)Cl,10.091154627560336,41.99,334.8059999999999,4.856500000000002,1,2,2,3,8,2,15,20,2,1,0
c1ccc2c(c1)cncc2NC(=O)C3CC(=O)Nc4c3cc(cc4)Br,8.95000948752497,71.09,396.244,4.061800000000002,2,3,2,3,9,2,14,19,3,2,0
c1ccc2c(c1)cncc2NC(=O)C3CC(=O)Nc4c3cc(cc4)Cl,9.306177527898734,71.09,351.793,3.952700000000002,2,3,2,3,9,2,14,19,3,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCCc4c3cc(cc4)Cl,9.538362057717196,41.99,336.822,4.946800000000002,1,2,2,3,9,1,17,20,2,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)C(=O)N,9.175895314157422,88.32000000000001,380.8350000000001,3.899300000000001,2,3,2,3,11,2,17,20,4,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ccn5,8.916303723550952,73.91,417.9000000000001,4.743900000000003,2,4,4,4,11,1,20,23,5,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ncn5,8.952301740835345,86.8,418.8880000000001,4.138900000000001,2,5,4,4,11,1,19,22,6,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5ccn[nH]5,9.01871060339591,73.91,417.9000000000001,4.743900000000003,2,4,4,4,11,1,20,23,5,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5cnc[nH]5,8.810293741061342,73.91,417.9000000000001,4.743900000000003,2,4,4,4,11,1,20,23,5,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCNc4c3cc(cc4)Cl,9.142424209065256,54.02,337.80999999999995,4.426100000000002,2,3,2,3,9,1,16,19,3,1,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3c(ccc4O)Cl,7.00436480540245,71.45,354.793,4.098600000000002,2,4,2,3,10,1,15,19,2,3,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)Cl)Cl,9.509568500688289,51.22,373.2389999999999,5.046400000000002,1,3,2,3,10,1,14,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)F)Cl,9.346996020759844,51.22,356.784,4.532100000000002,1,3,2,3,10,1,14,19,2,2,1
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4)Br,8.840790983742265,51.22,383.24499999999995,4.502100000000001,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4)Cl,9.37267550326404,51.22,338.794,4.393000000000002,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4Cl)Cl,9.525829064758916,51.22,373.2389999999999,5.046400000000001,1,3,2,3,10,1,14,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4O)Cl,9.27539907711848,71.45,354.793,4.098600000000002,2,4,2,3,10,1,15,19,2,3,0
c1ccc2c(c1)cncc2NC(=O)C3CNCc4c3cc(cc4)Cl,8.553587595492212,54.02,337.80999999999995,3.713700000000001,2,3,2,3,9,1,16,19,3,1,0
c1ccc2c(c1)cncc2NC(=O)C3COc4c3cc(cc4)Cl,9.293232286103102,51.22,324.76699999999994,4.002900000000001,1,3,2,3,8,1,13,18,2,2,0
c1ccc2c(c1)cncc2NC(=O)C3COc4c3cccc4Cl,8.270889108481724,51.22,324.76699999999994,4.002900000000001,1,3,2,3,8,1,13,18,2,2,0
c1ccc2c(c1)cncc2NC(=O)CCc3cccc(c3)Cl,7.713924706117682,41.99,310.784,4.459500000000002,1,2,4,3,6,1,15,18,2,1,0
c1ccc2c(c1)cncc2NC(=O)COc3cccc(c3)Cl,8.220673103902852,51.22,312.756,3.9057000000000013,1,3,4,3,6,1,13,17,2,2,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)C#N,9.395298868752135,65.78,321.76699999999994,3.9410800000000012,1,3,3,3,6,1,12,18,3,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)CC4CC(=O)N4,8.354497181077198,71.09,379.84700000000004,3.500400000000001,2,3,5,3,11,2,18,21,3,2,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Cc4ccn[nH]4,8.027287539669256,70.67,376.847,4.383300000000002,2,3,5,4,7,1,17,21,4,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Cl,9.101828840483382,41.99,331.2019999999999,4.722800000000001,1,2,3,3,6,1,12,17,2,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)F,9.360974933156164,41.99,314.7469999999999,4.208500000000002,1,2,3,3,6,1,12,17,2,1,1
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)OC4CC(=O)N4,9.803391209069728,80.32,381.819,3.294200000000001,2,4,5,3,11,2,16,20,3,3,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Oc4cccnc4,8.831035458839853,64.11,389.842,5.256700000000002,1,4,5,4,7,1,16,22,3,2,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)F)F,9.098757123782953,41.99,298.2919999999999,3.6942000000000013,1,2,3,3,6,1,12,17,2,1,2
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc4c3OCC4)Cl,9.308123035180175,51.22,338.7940000000001,4.0043000000000015,1,3,3,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccc3Cl)Cl,9.059721810983705,41.99,331.202,4.722800000000001,1,2,3,3,6,1,12,17,2,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccc3F)Cl,9.119187686570903,41.99,314.74699999999996,4.208500000000002,1,2,3,3,6,1,12,17,2,1,1
c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccn3)Cl,7.943831440389347,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3ccc(c(c3)Cl)Cl,9.88071767828312,41.99,331.2019999999999,4.722800000000002,1,2,3,3,6,1,12,17,2,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3ccc(c(c3)Cl)F,9.492079833552197,41.99,314.7469999999999,4.208500000000002,1,2,3,3,6,1,12,17,2,1,1
c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,8.976040695179854,41.99,296.75699999999995,4.069400000000002,1,2,3,3,5,1,13,17,2,1,0
c1ccc2c(c1)cncc2NC(=O)Cc3cccc(n3)Cl,7.00436480540245,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1ccc2c(c1)cncc2NC(=O)N(CCC3CCCCC3)c4cc(cc(c4)Cl)OC5CC(=O)N5,8.802633357758687,83.56,493.00700000000023,6.121900000000005,2,4,7,3,20,2,29,27,4,3,0
c1ccc2c(c1)cncc2NC(=O)N(CCC3CCCCC3)c4cccc(c4)Cl,9.00837225741409,45.230000000000004,407.94500000000016,6.897100000000005,1,2,5,3,14,1,26,24,3,1,0
c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCNc4c3cc(cc4)Cl,9.742487399966116,54.02,337.80999999999995,4.426100000000002,2,3,2,3,9,1,16,19,3,1,0
c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,9.609919523652197,51.22,338.794,4.393000000000002,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)[C@@H]3COc4c3cc(cc4)Cl,9.56392466238403,51.22,324.76699999999994,4.002900000000001,1,3,2,3,8,1,13,18,2,2,0
c1ccc2c(c1)cncc2NC(=O)[C@@H]3Cc4cc(ccc4OC3)Cl,7.423419081020101,51.22,338.7940000000001,4.078000000000002,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)N5CCN(CC5)CC(CO)(F)F,8.033490132853197,94.99999999999999,559.0130000000005,3.7091000000000025,2,6,7,3,24,2,29,28,4,4,2
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)N5CCN(CC5)CCCO,7.713040802308351,94.99999999999999,523.0330000000004,3.463900000000002,2,6,7,3,22,2,31,28,4,4,0
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)O,8.880887073331294,71.45,354.79299999999995,3.497000000000002,2,4,2,3,10,1,15,19,2,3,0
c1ccc2c(c1)cncc2NC(=O)[C@H]3CCOc4c3cc(cc4)Cl,7.230664778148157,51.22,338.794,4.393000000000002,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)cncc2NC(=O)[C@H]3Cc4cc(ccc4OC3)Cl,8.449032080706777,51.22,338.7940000000001,4.078000000000002,1,3,2,3,9,1,15,19,2,2,0
c1ccc2c(c1)nc(o2)SCc3nc4ccc(cc4n3CCO)Cl,7.00436480540245,64.08,359.8380000000001,4.1155000000000035,1,6,5,4,7,0,14,17,3,2,0
c1ccc2c(c1)ncn2NC(=O)C(Cc3cccc(c3)Cl)c4ccc(cc4)N5CCOCC5,7.00436480540245,59.39,460.9650000000002,4.622900000000003,1,5,6,4,14,1,25,26,4,2,0
c1ccc2c(c1)ncn2NC(=O)Cc3cc(cc(c3)Cl)OC4CC(=O)N4,7.00436480540245,85.25,370.7960000000001,2.227299999999999,2,5,5,3,11,2,15,18,4,3,0
c1ccc2c(c1)ncn2NC(=O)Cc3cccc(c3)Cl,8.370060803767451,46.92,285.734,3.0025000000000004,1,3,3,3,5,1,12,15,3,1,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3cccc(c3)Cl)c4ccc(cc4)N5CCCCC5,8.220436478340194,54.260000000000005,459.9810000000003,5.308400000000005,0,5,6,4,14,1,26,26,5,1,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3cccc(c3)Cl)c4ccc(cc4)N5CCOCC5,8.421693543829837,63.49000000000001,461.95300000000026,4.154700000000004,0,6,6,4,14,1,24,25,5,2,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3ccccn3)c4ccc(cc4)n5cnnc5,7.00436480540245,94.62,410.4410000000001,2.6404000000000005,0,8,6,5,7,1,18,22,8,1,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)N5CCCCC5,8.201516015057223,54.260000000000005,431.5650000000003,4.716500000000004,0,6,6,4,13,1,25,24,5,1,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)N5CCOCC5,7.671264859635021,63.49000000000001,433.53700000000026,3.562800000000002,0,7,6,4,13,1,23,23,5,2,0
c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)NC(=O)C5CC5,7.547397100122097,80.12,431.5210000000002,4.074700000000003,1,6,7,4,12,2,21,23,5,2,0
c1ccc2c(c1)nnn2CC(=O)Nc3cccc(c3)Cl,7.531210187738148,59.81,286.722,2.7234,1,4,3,3,5,1,11,14,4,1,0
c1ccc2c(c1)nnn2NC(=O)C(Cc3cccc(c3)Cl)c4ccc(cc4)N5CCCCC5=O,7.087118228799179,80.12,473.9640000000003,4.6982000000000035,1,5,6,4,14,2,24,26,5,2,0
c1ccc2c(c1)nnn2NC(=O)Cc3cccc(c3)Cl,7.508035828081344,59.81,286.722,2.3975,1,4,3,3,5,1,11,14,4,1,0
c1ccn2c(c1)nnc2NC(=O)Cc3cccc(c3)Cl,7.0275095316394,59.29,286.722,2.5639000000000003,1,4,3,3,5,1,11,14,4,1,0
c1ccn2cnc(c2c1)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,46.4,285.734,3.1689000000000007,1,3,3,3,5,1,12,15,3,1,0
c1ccnc(c1)c2c(c[nH]n2)NC(=O)c3cccc4n3ccn4,7.00436480540245,87.97,304.313,2.3716999999999997,2,5,3,4,4,1,12,16,6,1,0
c1cnc(nc1Cl)C#N,7.00436480540245,49.57,139.545,1.00168,0,3,0,1,2,0,2,5,3,0,0
c1cscc1CN2CCN(CC2)C(=O)CCl,8.944124117760536,23.55,258.77399999999994,1.6310999999999998,0,3,3,1,11,1,15,11,2,1,0
c1cscc1S(=O)(=O)N2CCN(CC2)C(=O)CCl,9.314782808408731,57.690000000000005,308.812,0.8197999999999999,0,4,3,1,11,3,13,10,2,3,0
